frequency_hz,magnitude_db
20.0,-20.89
20.3,-19.14
20.5,-18.06
20.8,-18.03
21.1,-20.21
21.4,-19.24
21.7,-20.04
22.0,-22.37
22.3,-19.25
22.6,-18.26
22.9,-17.79
23.2,-18.39
23.5,-20.07
23.8,-19.70
24.2,-20.56
24.5,-18.79
24.8,-20.93
25.2,-18.60
25.5,-17.56
25.9,-17.80
26.2,-18.97
26.6,-17.16
26.9,-18.77
27.3,-19.48
27.7,-18.73
28.0,-19.42
28.4,-19.32
28.8,-17.96
29.2,-18.26
29.6,-19.28
30.0,-17.61
30.4,-17.26
30.8,-21.17
31.2,-19.04
31.7,-20.39
32.1,-19.09
32.5,-18.35
33.0,-18.29
33.4,-19.90
33.9,-19.66
34.3,-19.41
34.8,-17.40
35.3,-17.36
35.8,-20.19
36.3,-17.36
36.7,-17.48
37.2,-16.97
37.8,-18.35
38.3,-17.47
38.8,-17.34
39.3,-19.23
39.9,-19.24
40.4,-19.08
40.9,-20.29
41.5,-19.63
42.1,-17.35
42.6,-17.35
43.2,-21.15
43.8,-19.63
44.4,-18.94
45.0,-18.19
45.6,-17.62
46.2,-18.27
46.9,-19.84
47.5,-18.67
48.2,-16.89
48.8,-18.37
49.5,-20.35
50.1,-17.51
50.8,-17.91
51.5,-16.74
52.2,-18.08
52.9,-17.65
53.7,-18.49
54.4,-19.53
55.1,-18.94
55.9,-18.24
56.6,-19.69
57.4,-17.90
58.2,-17.08
59.0,-19.20
59.8,-17.70
60.6,-18.68
61.4,-18.42
62.3,-16.18
63.1,-18.98
64.0,-19.80
64.8,-17.88
65.7,-17.83
66.6,-17.63
67.5,-20.97
68.4,-15.95
69.4,-18.10
70.3,-16.33
71.3,-18.68
72.2,-17.57
73.2,-17.27
74.2,-16.21
75.2,-18.51
76.3,-17.50
77.3,-18.59
78.3,-17.16
79.4,-19.13
80.5,-18.51
81.6,-16.34
82.7,-17.50
83.8,-16.32
85.0,-16.50
86.1,-16.81
87.3,-17.59
88.5,-15.74
89.7,-20.09
90.9,-14.90
92.1,-20.64
93.4,-17.01
94.7,-17.98
96.0,-17.97
97.3,-18.65
98.6,-17.64
99.9,-14.78
101.3,-16.52
102.7,-16.83
104.1,-16.52
105.5,-16.74
106.9,-15.08
108.4,-16.52
109.8,-16.18
111.3,-15.61
112.8,-17.27
114.4,-17.58
115.9,-16.78
117.5,-17.43
119.1,-17.92
120.7,-17.99
122.4,-14.52
124.0,-17.82
125.7,-16.57
127.4,-17.10
129.2,-16.12
130.9,-16.15
132.7,-15.67
134.5,-14.00
136.4,-15.99
138.2,-14.56
140.1,-16.40
142.0,-13.81
143.9,-13.81
145.9,-14.32
147.9,-14.31
149.9,-15.69
151.9,-15.25
154.0,-15.02
156.1,-15.65
158.2,-16.01
160.4,-14.91
162.6,-17.11
164.8,-14.63
167.0,-14.36
169.3,-14.68
171.6,-16.46
173.9,-14.29
176.3,-14.00
178.7,-13.57
181.1,-15.02
183.6,-15.27
186.1,-13.84
188.6,-13.27
191.2,-16.75
193.8,-13.04
196.4,-13.10
199.1,-14.99
201.8,-14.46
204.6,-14.08
207.3,-13.58
210.2,-15.82
213.0,-13.33
215.9,-13.58
218.9,-14.34
221.8,-12.78
224.9,-14.30
227.9,-15.14
231.0,-14.93
234.2,-15.63
237.4,-14.19
240.6,-12.22
243.9,-14.83
247.2,-11.98
250.5,-12.95
253.9,-13.17
257.4,-17.16
260.9,-14.74
264.5,-12.78
268.1,-13.38
271.7,-12.23
275.4,-14.42
279.2,-11.31
283.0,-13.75
286.8,-15.37
290.7,-10.74
294.7,-12.22
298.7,-11.93
302.7,-12.46
306.9,-12.32
311.0,-12.37
315.3,-9.55
319.6,-10.36
323.9,-12.54
328.3,-12.55
332.8,-11.50
337.3,-8.97
341.9,-10.08
346.6,-11.79
351.3,-9.13
356.1,-9.93
360.9,-11.64
365.8,-9.00
370.8,-10.66
375.8,-10.57
381.0,-10.08
386.1,-9.91
391.4,-11.26
396.7,-9.75
402.1,-10.50
407.6,-9.06
413.1,-8.28
418.8,-9.74
424.5,-9.91
430.2,-10.68
436.1,-9.14
442.0,-9.82
448.0,-11.77
454.1,-10.77
460.3,-8.28
466.6,-8.25
472.9,-8.70
479.4,-7.95
485.9,-9.80
492.5,-7.61
499.2,-8.75
506.0,-8.09
512.9,-11.63
519.9,-10.17
527.0,-9.02
534.1,-10.64
541.4,-8.54
548.8,-8.87
556.2,-7.65
563.8,-8.04
571.5,-6.64
579.3,-7.86
587.1,-7.51
595.1,-9.47
603.2,-5.67
611.4,-5.96
619.8,-6.91
628.2,-6.02
636.7,-2.37
645.4,-3.94
654.2,-3.09
663.1,-3.38
672.1,-3.77
681.3,-1.39
690.5,-3.83
699.9,-4.33
709.5,-3.42
719.1,-1.93
728.9,-1.30
738.8,-6.88
748.9,-2.95
759.1,-1.98
769.4,-0.96
779.9,-1.74
790.5,-3.28
801.3,-5.68
812.2,-3.52
823.2,-5.53
834.4,-5.52
845.8,-5.59
857.3,-6.29
868.9,-9.44
880.8,-9.32
892.8,-9.07
904.9,-10.35
917.2,-5.15
929.7,-8.33
942.4,-5.05
955.2,-5.77
968.2,-4.73
981.4,-5.68
994.7,-5.17
1008.3,-3.08
1022.0,-4.85
1035.9,-2.51
1050.0,-4.16
1064.3,-1.84
1078.8,-4.97
1093.5,-1.87
1108.3,0.00
1123.4,-2.27
1138.7,-1.98
1154.2,-5.52
1169.9,-4.15
1185.8,-5.80
1202.0,-4.44
1218.3,-5.29
1234.9,-6.31
1251.7,-6.11
1268.8,-6.33
1286.0,-10.07
1303.5,-9.00
1321.3,-8.36
1339.3,-7.48
1357.5,-8.11
1376.0,-10.11
1394.7,-9.81
1413.7,-9.41
1432.9,-10.32
1452.4,-11.93
1472.2,-7.55
1492.2,-10.31
