frequency_hz,magnitude_db
20.0,-20.22
20.3,-18.75
20.5,-17.91
20.8,-18.91
21.1,-19.93
21.4,-15.77
21.7,-17.82
22.0,-17.81
22.3,-19.73
22.6,-19.20
22.9,-17.61
23.2,-18.48
23.5,-17.12
23.8,-16.44
24.2,-20.02
24.5,-20.29
24.8,-17.00
25.2,-18.31
25.5,-17.41
25.9,-16.66
26.2,-16.70
26.6,-20.88
26.9,-17.44
27.3,-16.41
27.7,-18.44
28.0,-19.31
28.4,-19.49
28.8,-17.87
29.2,-18.96
29.6,-18.32
30.0,-19.82
30.4,-17.72
30.8,-19.42
31.2,-20.88
31.7,-17.06
32.1,-19.09
32.5,-18.62
33.0,-17.96
33.4,-18.34
33.9,-17.78
34.3,-17.15
34.8,-15.99
35.3,-16.67
35.8,-17.56
36.3,-19.06
36.7,-17.77
37.2,-17.57
37.8,-15.88
38.3,-18.36
38.8,-21.12
39.3,-18.64
39.9,-18.51
40.4,-21.29
40.9,-18.31
41.5,-18.14
42.1,-17.38
42.6,-18.33
43.2,-17.11
43.8,-19.13
44.4,-17.44
45.0,-16.90
45.6,-18.03
46.2,-18.89
46.9,-18.55
47.5,-16.33
48.2,-15.74
48.8,-16.86
49.5,-15.53
50.1,-17.46
50.8,-16.42
51.5,-17.55
52.2,-16.16
52.9,-16.78
53.7,-17.88
54.4,-17.47
55.1,-15.19
55.9,-16.45
56.6,-19.30
57.4,-18.03
58.2,-17.55
59.0,-17.90
59.8,-16.57
60.6,-18.43
61.4,-17.15
62.3,-16.98
63.1,-15.80
64.0,-18.82
64.8,-17.13
65.7,-19.52
66.6,-16.13
67.5,-16.45
68.4,-16.81
69.4,-16.16
70.3,-19.42
71.3,-16.28
72.2,-17.61
73.2,-14.85
74.2,-16.38
75.2,-14.62
76.3,-14.63
77.3,-17.24
78.3,-17.43
79.4,-17.39
80.5,-15.89
81.6,-14.61
82.7,-17.36
83.8,-16.65
85.0,-19.04
86.1,-14.71
87.3,-15.87
88.5,-12.94
89.7,-16.99
90.9,-16.36
92.1,-17.05
93.4,-15.71
94.7,-16.17
96.0,-14.80
97.3,-16.05
98.6,-16.38
99.9,-17.24
101.3,-16.22
102.7,-16.90
104.1,-16.21
105.5,-16.46
106.9,-14.77
108.4,-14.19
109.8,-16.77
111.3,-14.80
112.8,-14.97
114.4,-16.90
115.9,-17.06
117.5,-13.23
119.1,-13.74
120.7,-17.94
122.4,-16.20
124.0,-14.56
125.7,-15.24
127.4,-16.79
129.2,-14.44
130.9,-15.53
132.7,-12.73
134.5,-12.90
136.4,-16.90
138.2,-14.94
140.1,-15.55
142.0,-17.97
143.9,-15.65
145.9,-14.25
147.9,-16.47
149.9,-13.84
151.9,-14.36
154.0,-14.43
156.1,-12.35
158.2,-15.63
160.4,-15.22
162.6,-13.41
164.8,-14.36
167.0,-13.33
169.3,-15.08
171.6,-13.38
173.9,-11.85
176.3,-15.15
178.7,-14.76
181.1,-12.61
183.6,-13.20
186.1,-14.58
188.6,-14.34
191.2,-14.02
193.8,-12.83
196.4,-13.12
199.1,-15.48
201.8,-14.11
204.6,-14.62
207.3,-13.67
210.2,-14.28
213.0,-11.39
215.9,-11.68
218.9,-9.93
221.8,-11.63
224.9,-10.78
227.9,-15.19
231.0,-12.37
234.2,-14.32
237.4,-9.27
240.6,-10.78
243.9,-10.75
247.2,-14.07
250.5,-14.50
253.9,-12.03
257.4,-11.71
260.9,-17.26
264.5,-12.19
268.1,-12.80
271.7,-13.69
275.4,-10.35
279.2,-11.76
283.0,-12.74
286.8,-10.87
290.7,-11.05
294.7,-11.17
298.7,-11.27
302.7,-10.05
306.9,-13.55
311.0,-9.12
315.3,-10.65
319.6,-11.15
323.9,-9.46
328.3,-10.94
332.8,-9.09
337.3,-10.11
341.9,-8.60
346.6,-12.12
351.3,-11.73
